org_name,org_website,org_type,source_link,source_type,access_status,opportunity_types_offered,geographic_focus,mediums_supported,estimated_opp_count,priority,notes,date_extracted
Jupiterfab Art Residency,http://www.jupiterfab.com/en/art-residency/,Residency program,https://resartis.org/listings/,A,open,residencies,Mexico,"Visual Art, Sculpture, Ceramics, Theatre, Performing Arts, Textile Art, Literature, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/asociacion-jupiterfab/,2026-01-19 00:00:00
Associação Cultural Rabeca,http://rabecaferrel.pt,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Sculpture, Theatre, Literature, Other",unknown,,listing_url=https://resartis.org/listings/associacao-cultural-rabeca/,2026-01-19 00:00:00
BeArtz artist residency,https://be-artz.com/,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Ceramics, Dance, Printmaking, Textile Art, Music, Literature, Photography",unknown,,listing_url=https://resartis.org/listings/associaltion-beartz/,2026-01-19 00:00:00
La Moissie Creative Residency,http://www.lamoissie.fr/residency/,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/association-lm-creative/,2026-01-19 00:00:00
ARTEMISTA Artist-in-Residency,https://www.associazioneartemista.it/,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Dance, Theatre, Performing Arts, Music, Film-making, Education Programmes",unknown,,listing_url=https://resartis.org/listings/associazione-artemista/,2026-01-19 00:00:00
At Home Gallery,http://www.athomegallery.org,Residency program,https://resartis.org/listings/,A,open,residencies,Slovakia,"Visual Art, Sculpture, Performing Arts, Music, Literature",unknown,,listing_url=https://resartis.org/listings/at-home-gallery/,2026-01-19 00:00:00
Atelier Artist in Residence,https://www.atelierair.com/,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/atelier-artist-in-residence/,2026-01-19 00:00:00
Atelier Austmarka,http://www.atelier-austmarka.com,Residency program,https://resartis.org/listings/,A,open,residencies,Norway,"Visual Art, Sculpture, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Architecture, Photography, Other",unknown,,listing_url=https://resartis.org/listings/atelier-austmarka/,2026-01-19 00:00:00
ATELIER DE LA ROSE,http://www.french-rose.com,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Literature",unknown,,listing_url=https://resartis.org/listings/atelier-de-la-rose/,2026-01-19 00:00:00
Atelier Samuel Beckett,http://garestlazareireland.com/,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Dance, Theatre, Performing Arts, Music, Literature, Film-making, Photography, Other",unknown,,listing_url=https://resartis.org/listings/atelier-samuel-beckett/,2026-01-19 00:00:00
Ateljé Bredgrind,https://ateljebredgrind.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Sweden,"Visual Art, Sculpture, Dance, Theatre, Printmaking, Performing Arts, Music, Literature, New Media, Animations, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/atelje-bredgrind/,2026-01-19 00:00:00
Atlantic Center for the Arts: Mentoring Artist-in-Residence,http://atlanticcenterforthearts.org/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations",unknown,,listing_url=https://resartis.org/listings/atlantic-center-for-the-arts-master-artists-in-residence/,2026-01-19 00:00:00
Atlas,https://atlastudio.pt,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/atlas/,2026-01-19 00:00:00
Aviário Studio,http://www.aviariostudio.eu/,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Sculpture, Ceramics, Printmaking, Photography",unknown,,listing_url=https://resartis.org/listings/aviario-studio/,2026-01-19 00:00:00
Awakenings At Wick,https://www.awakeningsatwick.com/,Residency program,https://resartis.org/listings/,A,open,residencies,United-Kingdom,"Visual Art, Sculpture, Printmaking, Textile Art, Music, Literature, Photography, Other",unknown,,listing_url=https://resartis.org/listings/awakenings-at-wick/,2026-01-19 00:00:00
AZAN Residency,http://www.azan.space,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Sculpture, Ceramics, Performing Arts, Textile Art, Literature, New Media, Film-making, Architecture, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/azan-contemporary-art/,2026-01-19 00:00:00
Mountainside Artist Residency,http://www.AZULE.org,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, Education Programmes",unknown,,listing_url=https://resartis.org/listings/azule/,2026-01-19 00:00:00
BAER ART CENTER,http://baer.is,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,"Visual Art, Sculpture, Ceramics, Textile Art, Architecture, Photography, Other",unknown,,listing_url=https://resartis.org/listings/baer-art-center/,2026-01-19 00:00:00
Banff Centre for Arts and Creativity,http://www.banffcentre.ca/programs,Residency program,https://resartis.org/listings/,A,open,residencies,Canada,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/banff-centre-for-arts-and-creativity/,2026-01-19 00:00:00
Bara Skriv Writing Retreat,https://lilymulholland.com.au/bara-skriv-writing-retreats/,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,Literature,unknown,,listing_url=https://resartis.org/listings/bara-skriv-just-write/,2026-01-19 00:00:00
Sharon Pippy,http://www.bareneedstudios.com,Residency program,https://resartis.org/listings/,A,open,residencies,Canada,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Literature, Photography",unknown,,listing_url=https://resartis.org/listings/bareneedstudios/,2026-01-19 00:00:00
bEam arts international residency,http://www.beamarts.gr,Residency program,https://resartis.org/listings/,A,open,residencies,Greece,"Visual Art, Sculpture, Textile Art, Literature, New Media, Curatorial, Other",unknown,,listing_url=https://resartis.org/listings/beam-arts/,2026-01-19 00:00:00
Nature & Art,http://WWW.AGRITURISMOBEATILLA.IT,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Music, Film-making",unknown,,listing_url=https://resartis.org/listings/beatilla/,2026-01-19 00:00:00
Belgrade Art Studio Residency,http://belgradeartstudio.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Serbia,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Curatorial, Education Programmes, Other",unknown,,listing_url=https://resartis.org/listings/belgrade-art-studio-residency/,2026-01-19 00:00:00
BENTRICIA LETRAS,http://ezemariagorettichinenye.visura.co/,Residency program,https://resartis.org/listings/,A,open,residencies,Afghanistan,Not specified,unknown,,listing_url=https://resartis.org/listings/bentricia-letras/,2026-01-19 00:00:00
BERLIN ART INSTITUTE (BAI),https://berlinartinstitute.com,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, Performing Arts, New Media, Film-making, Curatorial, Other",unknown,,listing_url=https://resartis.org/listings/berlin-art-institute-bai/,2026-01-19 00:00:00
Between Bridges Residency,https://www.betweenbridges.net/foundation/residency,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,Visual Art,unknown,,listing_url=https://resartis.org/listings/between-bridges/,2026-01-19 00:00:00
International Artist Residency “Pedvale”,http://www.pedvale.lv,Residency program,https://resartis.org/listings/,A,open,residencies,Latvia,"Visual Art, Sculpture, Dance, Performing Arts, Literature",unknown,,listing_url=https://resartis.org/listings/biedriba-pedvale/,2026-01-19 00:00:00
Big Baboli Print House / Independent Artist Run Print Studio,https://bigbaboliprinthouse.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Turkey,"Visual Art, Printmaking",unknown,,listing_url=https://resartis.org/listings/big-baboli-print-house/,2026-01-19 00:00:00
Bilpin international ground for Creative initiatives (BigCi),http://www.bigci.org,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/bigci/,2026-01-19 00:00:00
bildingship,https://www.bilding.at,Residency program,https://resartis.org/listings/,A,open,residencies,Austria,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, Textile Art, New Media, Animations, Film-making, Architecture",unknown,,listing_url=https://resartis.org/listings/bilding-kunst-und-architekturwerkstatt-fur-kinder-und-jugendliche/,2026-01-19 00:00:00
Björkö Konstnod/BKN,https://bjorkokonstnod.se/bkn,Residency program,https://resartis.org/listings/,A,open,residencies,Sweden,Not specified,unknown,,listing_url=https://resartis.org/listings/bkn/,2026-01-19 00:00:00
Black Church International Artist in Residence Programme,http://www.blackchurchprint.ie,Residency program,https://resartis.org/listings/,A,open,residencies,Ireland,Visual Art,unknown,,listing_url=https://resartis.org/listings/black-church-print-studio/,2026-01-19 00:00:00
,https://resartis.org/listings/blue-cactus/,Residency program,https://resartis.org/listings/,A,open,residencies,Not specified,Not specified,unknown,,listing_url=https://resartis.org/listings/blue-cactus/; fetch_error:HTTPError,2026-01-19 00:00:00
Blue Studio residency,https://www.bluestudioresidency.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Ceramics",unknown,,listing_url=https://resartis.org/listings/blue-studio-residency/,2026-01-19 00:00:00
Boathouse Artist Residency,http://www.boathouseindia.com,Residency program,https://resartis.org/listings/,A,open,residencies,India,"Visual Art, Theatre, Literature, Animations, Film-making, Architecture, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/boathouse/,2026-01-19 00:00:00
ONLINE RESIDENCIES,https://bonfire-air.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music",unknown,,listing_url=https://resartis.org/listings/bonfire/,2026-01-19 00:00:00
Brashnar Artist-in-Residence,http://www.brashnarcreativeproject.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Macedonia,"Visual Art, Sculpture, Ceramics, Performing Arts, Textile Art, Music, Literature, Other",unknown,,listing_url=https://resartis.org/listings/brashnar-creative-project/,2026-01-19 00:00:00
Braunschweig Projects,http://www.braunschweig-projects.de,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Music",unknown,,listing_url=https://resartis.org/listings/braunschweig-projects/,2026-01-19 00:00:00
Bridge Guard Art / Science Residence Centre,http://www.bridgeguard.org,Residency program,https://resartis.org/listings/,A,open,residencies,Slovakia,"Visual Art, Sculpture, Performing Arts, Music, Literature",unknown,,listing_url=https://resartis.org/listings/bridge-guard-art-science-residence-centre/,2026-01-19 00:00:00
Bridge Studio,https://www.brdg.to/,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Printmaking, Textile Art, Literature, New Media, Film-making, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/bridge-to/,2026-01-19 00:00:00
Broken Hill Art Exchange @ The Grand,http://www.brokenhillartexchange.org.au,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/broken-hill-art-exchange-inc/,2026-01-19 00:00:00
The Dora Maar House,http://www.maisondoramaar.org,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Architecture, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/brown-foundation-fellows-program-at-the-dora-maar-house/,2026-01-19 00:00:00
Buinho AIR,http://www.buinho.pt,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Sculpture, Dance, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/buinho-creative-hub/,2026-01-19 00:00:00
